Elevation,Aspect,Slope,Horizontal_Distance_To_Hydrology,Vertical_Distance_To_Hydrology,Horizontal_Distance_To_Roadways,Hillshade_9am,Hillshade_Noon,Hillshade_3pm,Horizontal_Distance_To_Fire_Points,Wilderness_Area,Soil_Type,Cover_Type
3246,328,11,216,91,1405,194,228,173,2846,Rawah,C7746,0
2985,308,17,30,11,2340,173,228,194,1054,Commanche,C7102,1
3088,280,8,361,83,2613,198,241,183,1772,Commanche,C7756,1
3251,292,13,277,72,4485,183,237,194,1458,Rawah,C8771,0
2963,276,27,108,48,2764,137,233,230,256,Commanche,C7757,1
3192,298,14,67,13,4477,181,235,193,1682,Rawah,C7202,0
3087,175,21,402,103,480,227,246,141,1557,Commanche,C7757,1
2864,132,11,0,0,1140,238,234,124,1998,Commanche,C7102,0
3003,308,8,430,-31,1698,198,235,177,1852,Commanche,C7755,1
3115,103,3,484,34,1860,225,235,145,2800,Commanche,C7756,0
3288,96,33,339,118,3863,251,171,0,2525,Rawah,C8772,0
2510,294,9,390,67,42,194,238,184,1714,Cache,C2717,2
2934,43,16,630,40,2065,221,202,111,2797,Commanche,C7202,0
2517,320,8,362,85,270,198,232,173,1852,Cache,C2717,2
2631,135,13,362,-8,799,240,234,120,631,Commanche,C2703,4
3375,34,21,108,16,3573,212,190,105,2553,Rawah,C8708,6
3117,261,11,417,63,376,194,246,191,828,Commanche,C7756,1
2400,269,26,210,71,228,144,239,228,579,Cache,C4703,2
2971,122,9,258,32,604,235,233,129,2213,Commanche,C7756,1
3094,58,3,342,18,2670,222,233,147,1797,Commanche,C7756,1
3011,76,4,484,113,2512,225,232,143,1826,Commanche,C7756,1
2804,35,13,351,70,134,218,211,127,808,Commanche,C4704,1
2776,135,18,124,51,1304,245,229,105,1523,Commanche,C2705,1
3201,50,13,170,2,1473,225,212,119,524,Commanche,C7756,1
3080,151,24,210,65,503,242,231,103,1215,Commanche,C7757,1
3182,44,14,0,0,1558,222,210,119,2467,Rawah,C7745,0
3079,272,12,404,72,2599,187,243,195,1920,Commanche,C7756,1
3011,184,9,395,-9,1312,222,247,157,1398,Commanche,C7756,1
3081,58,22,120,-20,633,229,188,81,1557,Rawah,C7745,0
2922,232,11,0,0,2460,203,250,184,247,Commanche,C7202,1
2952,29,5,95,12,1317,218,229,147,443,Commanche,C7202,0
3178,286,30,30,21,3046,123,223,232,2377,Rawah,C7700,0
2508,271,23,210,75,390,154,240,222,95,Cache,C4703,1
3154,353,12,30,6,1471,200,219,157,2401,Rawah,C7745,0
3147,79,12,330,76,379,236,217,110,808,Commanche,C7756,1
2616,15,21,212,63,470,197,193,127,1224,Commanche,C4703,5
2895,231,16,450,114,1350,193,253,194,1627,Commanche,C2705,1
2460,281,15,450,73,871,176,240,203,295,Cache,C2703,5
2396,30,30,95,73,390,196,160,83,658,Cache,C4703,5
2546,340,10,342,77,30,198,225,166,607,Cache,C2717,1
2997,0,8,285,57,1689,208,225,154,759,Commanche,C7700,1
3352,11,24,162,59,2548,186,183,126,2614,Rawah,C8772,0
2525,37,2,182,13,127,219,234,151,1744,Cache,C2717,5
3342,352,15,0,0,4345,193,213,158,4084,Rawah,C8771,6
2871,81,9,335,56,808,233,224,123,2728,Commanche,C4704,1
2458,115,15,60,8,800,245,224,103,242,Cache,C2703,2
2754,93,4,95,9,361,226,233,142,2605,Commanche,C7755,1
3420,88,38,743,135,2028,244,151,0,1740,Rawah,C8776,0
2692,226,32,150,75,499,159,249,211,1489,Commanche,C4758,1
2633,57,13,124,25,335,228,213,116,339,Commanche,C4704,1
3077,287,12,384,73,2590,186,239,193,1890,Commanche,C7756,1
2343,20,22,0,0,1116,198,187,118,836,Cache,C4703,5
3294,38,21,277,79,1945,215,188,99,2193,Rawah,C8772,0
3275,357,13,362,87,1594,199,216,154,3000,Rawah,C8772,0
3248,126,15,335,86,1505,244,228,109,2687,Rawah,C7745,0
2500,312,15,212,31,30,180,228,188,534,Cache,C2717,2
3174,324,17,0,0,3729,175,220,183,1779,Rawah,C7700,0
3231,34,13,242,21,1505,218,212,128,2359,Rawah,C7745,0
3127,10,12,67,9,4207,207,216,145,1838,Rawah,C7202,0
2883,55,6,0,0,1800,224,227,139,2177,Commanche,C7202,0
2983,151,9,285,65,2520,231,240,140,1710,Commanche,C7756,1
2289,36,20,150,42,1082,214,192,106,781,Cache,C4703,5
2978,111,27,120,1,420,254,200,55,1282,Rawah,C7746,0
3039,57,19,283,40,591,230,197,94,1710,Rawah,C7745,0
2856,29,15,430,122,210,213,206,125,983,Commanche,C4704,1
2650,59,14,212,42,360,230,210,110,283,Commanche,C4703,1
2941,21,22,360,58,2821,198,186,116,882,Commanche,C7757,1
2750,209,26,201,85,1371,191,253,185,1537,Commanche,C2705,1
2960,261,3,85,9,1195,212,241,166,295,Commanche,C7756,1
3330,344,16,108,37,2418,187,214,165,2695,Rawah,C7745,0
3058,264,9,474,-10,2033,197,245,186,2429,Commanche,C7756,1
3319,53,32,120,66,4051,219,155,46,4147,Rawah,C8772,6
2296,45,28,60,35,1031,215,168,71,849,Cache,C4703,5
2799,128,5,430,11,932,229,236,141,1236,Commanche,C4704,1
2991,170,9,510,-29,1282,227,244,149,1489,Commanche,C7756,1
2878,72,27,192,83,212,238,176,52,1271,Rawah,C7745,0
3073,69,25,484,96,541,237,183,63,1440,Rawah,C7746,1
2859,88,5,170,1,1082,228,231,137,2543,Commanche,C7756,1
3112,123,25,150,35,853,252,213,73,488,Commanche,C7757,1
2741,61,9,124,5,362,227,222,128,2547,Commanche,C7755,1
3202,136,17,162,40,1436,244,231,110,2648,Rawah,C7745,0
2521,293,12,331,38,300,187,238,190,1809,Cache,C2717,2
2785,94,10,108,21,824,236,225,119,2252,Commanche,C4704,1
2655,48,6,153,13,182,223,227,140,649,Commanche,C4704,1
3015,31,4,571,100,2636,219,230,148,1718,Commanche,C7756,1
2957,88,16,228,37,1890,242,212,94,1908,Commanche,C7755,1
3192,116,16,95,16,1484,246,223,101,2707,Rawah,C7745,0
2441,14,17,0,0,443,202,202,134,997,Cache,C4703,2
3138,123,15,323,84,558,244,228,110,735,Commanche,C7756,1
3075,209,11,247,52,751,212,250,173,1103,Commanche,C7756,1
2966,299,10,0,0,2643,193,237,184,808,Commanche,C7102,0
3158,96,6,90,-7,1500,231,231,133,430,Commanche,C7756,1
3293,50,18,351,59,1620,225,197,99,2287,Rawah,C8772,0
3262,279,14,404,63,2006,180,241,200,3225,Rawah,C7745,0
2995,19,21,0,0,2525,199,190,121,1805,Commanche,C7102,0
3254,68,16,0,0,1774,235,206,99,2831,Rawah,C8772,0
3659,338,13,680,247,2942,191,221,169,1265,Rawah,C8776,0
2406,265,14,60,14,474,183,245,201,366,Cache,C4703,5
2953,83,11,228,13,2089,235,221,116,534,Commanche,C7755,0
3035,78,9,454,96,216,232,223,123,1860,Commanche,C7757,1
3065,302,6,192,30,2315,204,237,173,1939,Commanche,C7756,1
3005,7,16,192,39,2301,199,207,143,2052,Commanche,C7756,1
2350,187,9,0,0,424,221,247,159,1084,Cache,C6101,1
3006,243,8,242,55,900,205,247,179,470,Commanche,C7756,1
2996,87,12,90,11,2147,238,220,111,1383,Commanche,C7755,1
3066,30,9,85,2,2685,218,220,137,1771,Commanche,C7756,0
2854,267,15,553,140,283,180,245,204,1806,Commanche,C4703,1
2754,172,18,60,7,1347,229,245,141,1572,Commanche,C2705,0
2971,40,21,170,45,2118,216,188,98,2219,Commanche,C7756,0
2468,121,11,120,24,497,238,231,122,1405,Cache,C2717,5
3074,295,13,134,25,2232,182,236,194,3186,Rawah,C7201,0
2869,76,20,218,64,247,241,198,78,1277,Rawah,C7745,1
3029,15,8,240,-10,3164,213,223,147,937,Commanche,C7756,0
2487,17,9,513,143,872,213,222,145,1463,Cache,C2717,5
2866,152,16,247,83,904,238,239,126,2984,Commanche,C4704,4
2773,35,18,234,77,1064,215,197,112,1765,Commanche,C4703,1
2391,262,22,42,13,604,162,245,219,537,Cache,C4703,5
2984,89,21,30,15,552,246,202,75,1798,Rawah,C7745,0
3041,299,9,95,11,2689,196,237,181,2853,Rawah,C7202,0
2377,145,24,212,78,842,245,228,98,794,Cache,C2704,2
2414,124,18,497,82,631,248,223,97,1253,Cache,C2704,5
3045,42,7,309,62,3017,221,225,138,430,Commanche,C7756,1
2491,83,15,30,8,300,240,213,99,1606,Cache,C2706,2
3031,305,9,124,25,2358,195,235,181,1687,Commanche,C7756,0
3310,109,10,450,28,2017,238,229,121,2404,Rawah,C8771,0
3187,348,21,255,40,4416,175,200,160,1641,Rawah,C8771,0
3142,79,17,95,29,853,240,207,92,1727,Rawah,C7746,0
3122,304,5,470,57,2106,206,237,171,2408,Commanche,C7756,0
2885,125,15,268,80,285,244,228,108,1290,Rawah,C7745,1
2842,29,15,384,108,127,214,207,125,977,Commanche,C4704,1
2991,45,13,150,11,2160,223,210,119,1026,Commanche,C7756,1
2998,47,11,400,177,2787,224,215,124,745,Commanche,C7756,1
3410,275,20,335,100,3644,163,240,215,1184,Rawah,C8772,0
3350,326,33,234,79,2665,123,185,191,2592,Rawah,C8772,0
2730,13,14,457,88,485,205,209,139,577,Commanche,C4703,1
2983,174,19,297,78,750,227,246,143,1816,Commanche,C7757,1
3072,43,26,242,0,1801,215,175,0,999,Commanche,C7755,0
2960,160,21,400,122,752,236,239,122,1947,Commanche,C7757,1
3149,306,23,285,82,1879,149,220,208,3412,Rawah,C7745,0
3093,193,5,532,39,2711,219,244,160,1910,Commanche,C7756,1
3095,352,5,600,94,2078,211,231,158,2610,Commanche,C7756,0
2528,318,15,255,20,875,180,226,185,781,Cache,C2717,1
3303,76,37,60,46,4024,236,144,0,4082,Rawah,C8772,6
2885,261,12,350,53,911,189,246,195,1719,Commanche,C2705,4
2346,85,17,42,6,60,242,209,91,842,Cache,C6102,2
2809,27,7,350,21,1041,218,225,144,1320,Commanche,C4704,0
2366,36,37,60,43,430,191,136,53,661,Cache,C4703,5
2801,60,11,90,13,1288,229,216,119,1266,Commanche,C4704,1
3171,80,17,201,58,964,240,208,93,1851,Rawah,C7745,1
3057,207,15,295,85,570,208,253,176,1544,Commanche,C7757,1
3018,26,8,499,193,2888,216,222,142,674,Commanche,C7756,1
2415,191,29,90,55,467,205,247,158,1182,Cache,C2705,2
2487,268,16,150,54,306,176,245,207,124,Cache,C4703,1
2842,172,22,474,54,1590,228,244,135,1531,Commanche,C2705,1
2830,279,25,331,184,1190,143,234,226,1641,Commanche,C7757,1
2780,345,14,85,15,792,192,217,163,2440,Commanche,C4758,1
2948,102,15,532,46,2105,244,219,99,2691,Commanche,C7202,1
3110,108,13,201,-14,977,241,225,111,2215,Rawah,C7745,1
2507,258,16,124,22,1195,181,248,204,947,Cache,C2717,1
3614,33,20,726,202,2820,212,193,110,1396,Rawah,C8776,0
3228,105,15,120,16,4186,244,221,103,1879,Rawah,C7202,0
3091,107,13,150,4,904,242,223,108,1550,Rawah,C7745,0
2430,3,30,242,79,649,166,169,129,1207,Cache,C4703,2
2874,133,8,60,-4,976,233,236,135,2402,Commanche,C6102,1
2645,127,14,366,5,793,242,230,114,564,Commanche,C2703,2
2745,107,13,424,-6,663,241,224,110,395,Commanche,C2705,2
2911,177,16,531,79,738,226,247,148,1573,Commanche,C2705,4
2808,99,11,150,20,474,238,225,117,2609,Commanche,C4704,1
2879,205,9,300,52,1123,215,248,168,2577,Commanche,C7757,1
2694,13,16,335,52,365,203,205,136,531,Commanche,C4703,1
3115,162,15,295,63,351,233,243,136,543,Commanche,C7756,1
2504,311,26,240,90,212,143,212,205,799,Cache,C4703,2
3042,44,14,30,1,908,222,208,117,175,Commanche,C7202,0
3356,340,19,285,74,2177,177,210,169,2947,Rawah,C8772,0
3088,53,5,730,89,2602,223,229,142,2086,Commanche,C7756,0
2406,50,20,150,-9,765,224,193,94,779,Cache,C4703,2
3223,26,23,95,39,4161,202,183,108,1366,Rawah,C8771,6
2528,276,11,234,33,1194,191,242,191,872,Cache,C2717,1
2450,24,18,170,38,382,207,197,121,1173,Cache,C4703,5
2322,290,20,67,22,404,159,233,212,1573,Cache,C4703,2
2935,337,17,376,3,1931,181,215,171,2958,Commanche,C7756,1
2759,220,24,210,12,1597,184,254,196,1310,Commanche,C2705,1
3652,15,13,661,240,2941,208,212,139,1292,Rawah,C8776,0
2353,331,23,210,106,953,158,204,181,981,Cache,C4703,5
3456,299,28,108,44,3249,133,217,220,1546,Rawah,C8776,0
3021,8,7,525,192,2913,212,227,152,659,Commanche,C7756,1
2791,202,24,255,110,1259,200,253,175,1660,Commanche,C2705,1
2783,216,27,190,92,1087,182,253,194,1797,Commanche,C2705,4
3072,97,17,108,30,912,246,212,89,2162,Rawah,C7745,0
2863,38,14,319,62,1395,219,208,121,2147,Commanche,C4704,1
2678,31,7,277,21,313,218,225,143,834,Commanche,C4704,1
2395,159,18,134,52,509,236,240,128,534,Cache,C2704,2
2472,354,12,30,-1,379,200,218,156,1492,Cache,C6101,5
3395,211,21,430,140,3547,198,254,184,765,Rawah,C8772,0
3039,28,5,242,0,3349,218,230,148,930,Commanche,C7756,1
2407,116,14,234,66,626,243,226,108,1434,Cache,C2702,5
3112,98,3,735,58,2188,225,234,145,2402,Commanche,C7756,0
3092,28,7,589,38,2781,218,225,143,1871,Commanche,C7756,1
3069,315,8,210,0,2081,200,234,174,2213,Commanche,C7756,1
3088,354,18,283,33,1189,188,206,154,120,Commanche,C7700,0
3034,93,4,120,11,2932,226,233,142,1385,Commanche,C7756,1
3007,87,20,242,-37,541,245,202,78,1645,Rawah,C7745,1
3075,9,16,481,13,1988,201,207,141,1348,Commanche,C7756,1
3398,89,29,700,113,2003,248,179,0,1747,Rawah,C8776,0
2880,37,12,524,146,300,219,212,126,1075,Commanche,C4704,1
3057,295,18,210,62,2501,167,232,205,1530,Commanche,C7756,1
2828,127,22,0,0,124,250,219,84,1370,Rawah,C7746,0
2532,351,8,408,159,957,206,227,159,1366,Cache,C4703,2
3346,116,21,162,64,1987,251,214,80,2791,Rawah,C8772,0
3120,23,14,127,11,4152,212,210,133,1800,Rawah,C7202,0
3117,249,3,362,36,1651,212,242,167,2975,Commanche,C7756,0
2995,341,13,331,63,3129,192,220,166,1124,Commanche,C7755,1
3160,137,16,474,89,457,243,233,114,764,Commanche,C7756,0
2722,88,8,0,0,1454,233,227,126,1381,Commanche,C7101,4
3165,118,12,511,102,488,241,229,116,768,Commanche,C7756,0
2555,140,13,175,29,552,239,236,125,940,Cache,C2717,2
3031,108,26,190,54,510,253,198,55,1354,Rawah,C7746,0
2439,185,15,408,133,993,221,249,157,1282,Cache,C2717,2
3021,85,14,430,82,362,240,215,102,1921,Commanche,C7757,1
3133,57,10,488,52,1651,227,219,125,2924,Commanche,C7756,0
2967,72,8,488,38,2239,229,226,130,2697,Commanche,C7202,0
2916,100,26,0,0,379,252,195,54,1624,Rawah,C7745,0
2874,355,10,362,-9,1640,203,222,157,2981,Commanche,C7202,0
2467,300,21,268,45,900,157,226,208,108,Cache,C2703,5
3058,60,5,0,0,1622,224,229,140,3197,Commanche,C7202,0
2808,36,4,150,24,891,220,230,147,2717,Commanche,C4704,1
3283,69,19,30,1,1869,236,200,88,2766,Rawah,C8772,0
3050,67,14,255,-12,3121,233,211,107,1448,Commanche,C7756,1
3009,139,14,488,-11,1129,240,235,121,1419,Commanche,C7756,1
2601,132,13,335,114,713,241,233,120,953,Cache,C4704,1
2887,188,14,534,250,999,220,250,160,1830,Commanche,C7756,1
2515,302,3,0,0,60,211,238,165,792,Cache,C4703,1
3113,136,22,150,7,2457,248,225,94,1764,Commanche,C7756,1
2962,64,11,170,24,2432,230,217,118,1806,Commanche,C7756,1
2998,130,20,85,-1,800,248,225,97,1379,Commanche,C7757,1
3173,3,10,90,15,1442,207,221,152,2347,Rawah,C7745,0
3247,97,23,503,142,1140,250,201,68,2161,Rawah,C7745,1
3294,132,13,124,19,1233,240,233,121,1261,Commanche,C7755,0
3027,148,9,150,5,990,232,240,139,874,Commanche,C7756,0
3211,312,26,201,16,2835,140,210,205,2520,Rawah,C7745,0
2927,75,24,150,51,270,240,188,65,1307,Rawah,C7745,0
2719,191,19,60,12,716,216,251,162,2106,Commanche,C2705,1
3048,342,9,192,4,3273,201,226,164,1126,Commanche,C7756,1
2397,338,8,342,106,1209,204,229,165,1121,Cache,C2703,2
3306,347,20,313,79,1702,178,203,161,2851,Rawah,C8772,0
2863,10,9,283,26,1060,210,221,148,2704,Commanche,C7756,0
3071,359,12,451,83,2271,202,219,153,2568,Commanche,C7756,0
2903,192,21,120,21,1020,213,251,162,1921,Commanche,C7757,1
3093,137,8,295,30,1806,233,237,135,2951,Commanche,C7756,0
3132,353,25,212,75,979,168,187,150,1994,Rawah,C7745,0
2862,68,23,124,58,134,236,188,71,1423,Rawah,C7745,0
2380,23,20,30,5,569,204,192,118,466,Cache,C2717,2
2853,345,16,85,10,2482,187,213,164,582,Commanche,C7755,1
3198,3,22,469,35,2285,185,193,140,1256,Commanche,C7756,1
3075,148,23,182,60,541,243,230,103,1207,Commanche,C7757,1
2252,323,14,30,8,1201,183,224,181,731,Cache,C4703,5
3157,57,20,268,-8,1355,229,193,88,313,Commanche,C7700,0
3510,305,24,216,76,2780,146,219,209,2266,Rawah,C8776,0
2858,125,13,95,13,2348,241,230,116,612,Commanche,C4758,1
3198,307,14,268,80,1245,180,231,190,2162,Rawah,C7745,0
2817,60,8,108,12,1064,226,224,132,2643,Commanche,C4704,1
3230,84,6,531,117,1146,229,229,133,1953,Rawah,C8771,0
3098,42,6,360,97,1930,221,226,140,2848,Commanche,C7756,0
3058,12,10,201,31,2791,210,219,146,1224,Commanche,C7755,1
2559,250,18,283,87,531,178,250,207,752,Cache,C4703,1
3018,16,12,258,49,2285,209,214,140,2098,Commanche,C7756,0
3234,103,9,295,-28,1678,236,228,122,2722,Rawah,C7745,0
3114,97,4,706,60,2200,226,234,143,2382,Commanche,C7756,0
2779,262,11,180,47,234,192,246,192,2188,Commanche,C4703,1
3199,81,19,300,94,1230,242,204,85,2379,Rawah,C7745,1
2950,124,9,95,11,426,235,234,129,2219,Commanche,C4703,1
3017,302,30,108,11,693,125,211,219,1879,Rawah,C7745,0
3262,312,23,150,8,3466,153,217,201,1802,Rawah,C7745,0
2526,356,9,342,158,916,205,224,156,1433,Cache,C4703,1
3063,264,13,180,11,690,188,246,197,1015,Commanche,C7756,1
2704,51,22,201,75,819,225,188,87,1124,Commanche,C7757,1
3187,32,12,342,8,1950,217,214,130,882,Commanche,C7755,0
2540,287,11,342,14,631,188,239,191,1208,Cache,C2717,2
3115,127,14,256,61,722,242,230,114,488,Commanche,C7755,1
2752,119,6,0,0,1388,230,235,138,1613,Commanche,C7101,0
2999,64,10,454,-20,1680,230,219,122,1201,Commanche,C7756,1
3083,122,19,134,29,589,248,222,94,781,Commanche,C7700,1
2339,71,12,108,0,360,233,216,113,671,Cache,C2703,2
3098,297,11,134,-12,3822,190,237,186,1914,Rawah,C7202,0
3118,252,4,433,37,1746,211,242,169,2888,Commanche,C7756,0
2782,135,11,270,18,864,237,236,128,636,Commanche,C4704,2
2335,8,12,120,28,1180,206,217,147,972,Cache,C2704,2
3186,310,12,351,43,2691,187,232,185,2673,Rawah,C7745,0
3190,71,11,0,0,4401,233,218,115,1909,Rawah,C7202,0
2731,82,11,430,48,458,235,220,115,1154,Commanche,C4704,1
3274,114,16,443,112,1560,245,223,102,2721,Rawah,C7745,0
3057,117,12,124,35,731,240,229,117,361,Commanche,C7757,1
2688,44,13,371,80,437,222,210,120,180,Commanche,C4703,1
2883,283,25,454,237,1276,143,232,224,1760,Commanche,C7757,1
3092,357,20,234,57,805,183,199,149,1860,Rawah,C7745,0
2963,264,2,732,256,497,214,240,164,1570,Commanche,C4704,1
3392,321,15,319,110,2271,180,224,183,2621,Rawah,C8776,0
3171,6,9,201,5,1805,209,222,151,741,Commanche,C7755,0
2937,355,21,270,40,2858,182,199,151,957,Commanche,C7757,1
3138,95,14,182,25,810,241,219,104,1745,Rawah,C7745,0
3095,121,15,0,0,900,245,226,106,2060,Rawah,C7745,0
3025,276,2,0,0,2362,213,239,164,3162,Rawah,C7202,0
2498,267,16,134,34,1271,178,245,205,902,Cache,C4703,1
2733,216,25,42,18,524,185,254,193,2296,Commanche,C2705,1
2991,311,10,721,-129,1597,193,233,180,1978,Commanche,C7755,1
2736,40,20,134,40,1087,217,191,101,1731,Commanche,C4703,1
2481,75,10,600,71,573,233,221,120,966,Cache,C2717,5
3001,52,11,0,0,2555,226,217,124,1776,Commanche,C7102,0
2482,270,8,319,95,810,199,243,183,234,Cache,C2703,5
3078,62,5,319,41,2809,224,230,142,1455,Commanche,C7756,1
2828,88,8,242,47,1490,233,227,126,1316,Commanche,C4704,1
2466,282,24,192,86,900,146,233,223,1374,Cache,C4703,1
2607,345,18,499,224,693,181,208,164,1061,Cache,C4703,1
2940,135,8,0,0,1539,233,237,136,268,Commanche,C7202,0
3027,320,12,319,66,2845,188,228,180,426,Commanche,C7756,1
3257,80,4,0,0,3948,225,232,142,1991,Rawah,C8771,6
2991,69,18,408,6,457,236,202,91,1566,Rawah,C7745,0
2694,2,17,384,52,408,194,205,147,691,Commanche,C4704,1
3025,115,7,511,93,3187,232,233,134,760,Commanche,C7756,0
3136,16,14,150,28,4189,207,209,137,1694,Rawah,C7202,0
3337,82,22,484,110,1710,244,195,70,2854,Rawah,C8772,0
3005,289,10,190,50,2475,192,239,187,2416,Commanche,C7756,1
2501,295,25,277,121,842,144,224,217,1291,Cache,C4703,1
2709,32,7,190,10,108,219,224,142,792,Commanche,C4704,4
3042,45,1,0,0,3046,219,235,153,2614,Rawah,C7202,0
3030,6,7,30,4,2173,212,226,152,1777,Commanche,C7102,1
3161,314,21,192,58,1213,159,218,197,2161,Rawah,C7745,0
2392,103,18,437,2,966,247,214,89,957,Cache,C2703,2
3059,118,5,201,-2,1740,228,236,142,1020,Commanche,C7755,0
3382,19,24,470,167,2135,196,183,115,1982,Rawah,C8772,0
2420,81,14,351,30,886,238,215,106,882,Cache,C2703,2
2440,272,20,108,25,446,163,242,216,268,Cache,C4703,5
3055,324,6,418,56,2781,205,233,168,1914,Commanche,C7756,1
3086,51,7,270,85,2032,224,225,137,2839,Commanche,C7756,0
2940,35,10,95,8,2295,219,218,134,485,Commanche,C7755,1
2454,298,21,150,68,752,156,227,209,1524,Cache,C4703,1
