Elevation,Aspect,Slope,Horizontal_Distance_To_Hydrology,Vertical_Distance_To_Hydrology,Horizontal_Distance_To_Roadways,Hillshade_9am,Hillshade_Noon,Hillshade_3pm,Horizontal_Distance_To_Fire_Points,Wilderness_Area,Soil_Type,Cover_Type
3028,283,10,335,44,3118,192,241,188,698,Commanche,C7756,1
3073,108,11,85,-4,3401,239,227,117,2442,Rawah,C7745,0
3479,27,20,849,264,2506,207,192,114,1825,Rawah,C8776,0
3126,51,17,42,0,1006,226,200,101,589,Commanche,C7202,0
2892,119,15,295,87,313,245,225,105,1320,Rawah,C7745,1
2869,188,12,201,42,1128,221,249,160,2522,Commanche,C7757,1
2695,8,16,390,38,421,200,206,141,716,Commanche,C4704,1
2753,219,28,134,58,1047,177,253,198,1822,Commanche,C2705,4
3065,65,21,108,16,569,234,193,81,511,Commanche,C7755,0
2837,194,22,484,141,805,210,251,165,1800,Commanche,C2705,4
3318,80,25,391,91,1682,244,185,56,2807,Rawah,C8772,0
2731,8,15,67,5,808,202,209,143,2039,Commanche,C4703,0
2448,56,16,577,104,781,229,204,104,1368,Cache,C4703,5
3589,303,17,361,187,3188,169,229,199,1366,Rawah,C8776,0
2892,82,22,180,95,182,244,196,71,1064,Rawah,C7745,1
2939,122,9,0,0,509,235,233,129,2313,Commanche,C4703,1
3060,153,12,95,6,840,234,241,136,319,Commanche,C7757,1
2641,336,11,509,82,698,195,225,169,979,Commanche,C4704,2
3525,105,26,836,240,2301,253,197,55,1423,Rawah,C8776,0
2719,191,19,60,12,716,216,251,162,2106,Commanche,C2705,1
2713,230,32,134,79,824,154,249,215,1528,Commanche,C4758,1
3372,12,21,210,79,2503,193,191,129,2565,Rawah,C8772,0
3232,95,20,495,127,1110,247,207,80,2131,Rawah,C7745,1
2968,11,11,67,7,2338,209,218,146,1965,Commanche,C7756,1
3006,141,19,30,-8,735,244,232,109,1360,Commanche,C7757,1
2316,295,30,90,36,484,123,216,225,1731,Cache,C4703,2
3379,98,15,426,97,2230,243,218,100,2384,Rawah,C8772,0
2701,37,18,127,36,1677,216,196,109,1201,Commanche,C4703,1
3053,31,10,300,34,1182,218,219,136,272,Commanche,C7700,0
3379,355,14,331,97,2126,196,214,155,2905,Rawah,C8776,0
2960,11,17,120,24,1259,200,203,137,1230,Commanche,C7700,0
2871,333,15,819,141,150,185,220,173,1390,Commanche,C4703,1
3071,318,25,192,42,2724,146,208,198,2766,Rawah,C7700,0
2866,241,18,418,220,1181,184,252,203,1756,Commanche,C7757,1
2480,272,26,150,53,1332,142,237,229,702,Cache,C4703,1
2534,345,13,285,65,30,195,220,163,547,Cache,C2717,1
3207,306,13,228,54,1357,184,232,188,2236,Rawah,C7745,0
3045,36,15,216,37,631,218,207,121,1776,Rawah,C7745,0
3305,116,14,150,-8,4109,244,226,107,2338,Rawah,C8771,6
3118,272,8,402,64,402,199,243,182,850,Commanche,C7756,1
2899,244,7,384,67,779,206,246,178,1585,Commanche,C2705,4
2372,72,23,30,14,769,239,189,70,1507,Cache,C2706,5
3082,231,13,212,66,765,199,252,188,649,Commanche,C7700,1
2322,290,21,42,16,424,156,232,214,1598,Cache,C4703,2
2370,74,17,134,-4,480,238,205,92,579,Cache,C2703,2
3053,292,12,446,-15,1964,186,238,191,2440,Commanche,C7755,1
3118,338,24,95,27,1154,160,198,172,2170,Rawah,C7745,0
3308,83,34,339,130,3865,244,161,18,2565,Rawah,C8772,0
2659,34,12,240,34,283,218,213,129,400,Commanche,C4704,1
3248,128,12,408,135,1142,239,233,122,1995,Rawah,C7745,1
3069,296,16,270,74,2555,172,233,200,1503,Commanche,C7756,1
3016,163,15,67,8,858,233,243,136,469,Commanche,C7700,1
2744,115,8,67,12,300,234,233,130,2527,Commanche,C7755,1
3057,359,13,420,69,2324,199,215,152,2556,Commanche,C7756,0
2443,326,24,330,193,765,153,205,188,1167,Cache,C4703,5
3308,35,29,234,74,1869,203,165,81,2185,Rawah,C8772,0
3206,119,12,30,-1,4133,240,229,117,1776,Rawah,C7202,0
3329,96,25,190,-6,3755,250,196,59,2592,Rawah,C8776,6
3028,9,22,218,-16,1328,189,190,132,752,Commanche,C7700,0
2957,69,7,162,13,1319,227,227,134,384,Commanche,C7756,1
3193,358,7,0,0,4328,209,227,156,1655,Rawah,C7202,0
2858,222,19,457,237,708,192,254,193,1731,Commanche,C7757,1
2765,122,11,240,16,866,238,232,123,553,Commanche,C4704,1
2759,3,17,67,11,872,195,205,145,2052,Commanche,C4703,0
2738,2,12,510,96,537,203,216,151,618,Commanche,C4703,1
2981,44,19,309,62,2994,221,195,102,886,Commanche,C7756,0
2997,327,12,228,68,2310,191,227,175,2391,Commanche,C7756,1
2513,240,4,190,30,424,212,243,168,255,Cache,C2717,1
3017,336,20,319,-2,1489,170,207,174,842,Commanche,C7700,1
3107,309,6,518,53,2337,203,236,172,2221,Commanche,C7756,1
2798,354,17,170,37,992,189,207,155,1959,Commanche,C4703,0
2322,94,12,30,6,990,239,221,110,900,Cache,C2706,2
3225,320,19,295,54,2053,168,219,189,3201,Rawah,C7745,0
3052,288,5,361,53,2694,205,239,173,1920,Commanche,C7756,1
3389,286,21,218,79,3752,158,234,214,1084,Rawah,C8772,0
2382,320,26,395,56,1052,143,204,196,1041,Cache,C4703,5
3048,37,7,180,-3,1710,220,224,139,1060,Commanche,C7755,0
3280,85,25,234,89,3762,246,189,57,2663,Rawah,C8772,0
2435,354,17,175,37,446,191,209,155,1209,Cache,C4704,5
2839,45,10,216,40,1271,223,218,129,2190,Commanche,C4704,1
2922,1,9,90,14,2350,207,223,153,362,Commanche,C7202,0
2955,97,6,60,6,1871,229,232,137,175,Commanche,C7756,1
3089,149,13,42,1,842,236,239,130,1994,Rawah,C7745,0
3245,77,16,376,78,735,239,209,96,930,Commanche,C8772,6
3146,152,14,212,41,940,237,239,130,2007,Rawah,C7745,0
3108,131,14,30,3,934,242,231,115,2074,Rawah,C7745,0
2980,91,26,242,3,390,249,191,54,1224,Rawah,C7746,0
3134,98,14,85,21,819,243,219,102,1690,Rawah,C7746,0
3347,138,23,366,64,3971,248,225,92,2549,Rawah,C8771,0
2776,34,14,658,106,700,217,210,125,1262,Commanche,C4704,1
2738,60,11,30,0,234,229,216,119,2471,Commanche,C7755,1
2947,235,13,85,20,2563,197,251,190,182,Commanche,C7756,1
3101,95,21,270,-4,2359,248,204,74,1782,Commanche,C7756,1
2481,12,15,201,31,992,203,207,139,272,Cache,C2717,5
3446,83,16,485,153,2402,241,210,95,2374,Rawah,C8776,0
2992,76,11,67,12,2037,234,220,117,2780,Commanche,C7202,0
3106,327,13,190,31,2081,187,225,177,2372,Commanche,C7756,1
2878,83,22,242,73,272,244,197,72,1302,Rawah,C7745,0
2470,306,13,323,36,713,183,232,189,1240,Cache,C4703,5
3100,328,4,376,2,2446,209,234,164,2117,Commanche,C7756,0
2572,324,31,384,180,631,129,191,194,1134,Cache,C4703,1
2834,12,13,124,9,1515,206,212,142,2724,Commanche,C7700,0
3117,326,2,351,36,1622,215,237,160,2995,Commanche,C7756,0
3576,44,27,1003,361,2526,214,171,76,1429,Rawah,C8776,0
2689,74,4,30,0,120,225,231,142,934,Commanche,C4704,1
3542,338,17,247,108,2742,180,213,171,2215,Rawah,C8776,0
2524,293,21,324,142,849,157,230,211,1262,Cache,C4703,1
3561,47,19,942,149,2580,223,196,100,1514,Rawah,C8776,0
2684,54,11,300,76,497,226,216,122,150,Commanche,C4703,1
3099,350,27,127,42,1006,162,185,154,2062,Rawah,C7745,0
2694,153,11,247,31,934,233,241,138,481,Commanche,C2703,2
3018,353,8,170,23,2431,207,227,158,1954,Commanche,C7756,1
3238,305,26,42,-2,3688,139,216,212,1652,Rawah,C7745,0
3012,72,19,300,74,2252,238,199,84,1879,Commanche,C7755,1
2978,18,12,362,86,2120,211,215,140,2514,Commanche,C7756,1
2483,17,11,492,79,532,211,216,141,1025,Cache,C2717,5
2738,30,9,552,27,60,218,220,138,730,Commanche,C4704,4
2845,175,22,150,62,990,226,245,140,3046,Commanche,C2705,4
2807,8,12,745,108,390,206,216,147,1054,Commanche,C4704,1
2866,217,14,484,229,1026,205,252,181,1871,Commanche,C7756,1
2857,209,24,124,48,1315,196,254,183,2661,Commanche,C2705,4
3048,342,9,192,4,3273,201,226,164,1126,Commanche,C7756,1
3315,358,16,30,9,3996,193,208,151,1001,Rawah,C8771,0
3071,41,5,285,14,3207,221,228,143,1429,Commanche,C7756,1
3193,50,8,42,-5,1598,224,223,133,582,Commanche,C7756,0
3118,143,17,124,12,2478,242,234,116,1740,Commanche,C7756,1
2617,14,13,342,203,351,207,213,141,942,Cache,C2717,1
3115,252,2,569,61,2244,215,239,161,2310,Commanche,C7756,1
3156,115,26,212,37,819,254,204,60,631,Commanche,C7757,1
3219,298,15,301,91,1253,178,234,196,2140,Rawah,C7745,0
2889,150,5,60,-4,849,227,240,147,2391,Commanche,C6102,1
2721,147,7,162,2,1273,229,239,143,743,Commanche,C4704,1
3089,47,8,190,30,1786,223,223,134,3039,Commanche,C7757,0
3000,79,15,339,23,2703,239,211,98,1541,Commanche,C7756,0
3206,90,16,0,0,4401,243,213,96,1973,Rawah,C7202,0
2700,12,20,95,11,1566,195,195,132,1290,Commanche,C4703,4
2520,323,17,323,51,60,176,221,184,644,Cache,C2717,1
2807,40,8,0,0,1082,221,222,135,2516,Commanche,C4704,4
3047,22,17,90,26,1200,207,202,127,1087,Commanche,C7756,1
2496,333,23,242,123,819,162,204,178,1521,Cache,C4703,1
2876,343,21,150,33,2549,172,202,166,532,Commanche,C7755,1
3134,303,33,134,40,2962,113,204,222,2495,Rawah,C7700,0
2728,104,8,175,14,930,234,230,129,342,Commanche,C4703,2
2490,325,25,228,120,805,150,204,189,1532,Cache,C4703,1
2647,119,17,426,7,738,247,222,97,525,Commanche,C2703,2
2445,272,17,60,12,277,173,243,209,60,Cache,C4703,1
3030,88,15,192,27,2432,242,214,98,1972,Commanche,C7755,1
2948,100,15,510,59,2002,244,218,99,2666,Commanche,C7755,1
3009,60,11,42,-1,2670,229,216,119,2208,Commanche,C7202,0
3005,299,11,607,-29,1664,189,236,187,2068,Commanche,C7755,1
2677,162,15,85,14,1104,234,242,135,607,Commanche,C2703,2
2487,60,22,120,59,787,231,190,81,467,Cache,C4703,1
3355,132,15,446,70,1826,243,231,114,1852,Rawah,C8771,0
2348,70,9,30,4,470,230,223,125,830,Cache,C2703,2
2668,107,6,0,0,1449,230,233,137,1426,Commanche,C6102,4
3317,327,35,297,68,2724,115,177,190,2568,Rawah,C8772,0
3057,238,6,42,3,2992,209,245,173,1498,Commanche,C7757,1
3038,101,12,134,18,1350,241,223,110,1132,Commanche,C7756,1
2894,128,9,361,111,953,235,235,131,2897,Commanche,C4704,1
2892,130,4,30,-1,828,226,237,145,2364,Commanche,C6102,1
2534,65,9,60,13,30,229,222,126,816,Cache,C2717,1
2892,354,23,60,17,1230,176,194,151,1864,Commanche,C7757,1
2600,123,17,365,89,696,246,225,101,931,Cache,C4704,1
3539,252,27,524,188,3335,150,246,227,1114,Rawah,C8776,0
2333,140,24,124,46,1216,247,224,90,960,Cache,C2704,2
2497,302,17,277,54,258,171,230,199,1989,Cache,C4703,2
2858,30,4,0,0,2553,218,231,149,390,Commanche,C7202,0
2852,68,13,258,64,1477,233,214,112,1423,Commanche,C4703,1
2841,83,6,313,30,1559,229,230,135,2984,Commanche,C7202,1
2720,218,26,150,55,1455,181,253,196,1445,Commanche,C2705,1
3264,266,19,459,146,1131,167,244,214,1998,Rawah,C7745,1
2943,121,15,212,45,2270,244,227,107,1994,Commanche,C7700,1
3183,29,7,564,17,2145,218,224,142,1101,Commanche,C7755,0
2922,38,17,67,12,1282,218,201,113,1411,Commanche,C7700,1
3143,138,17,90,1,1195,244,232,110,2431,Rawah,C7745,0
2552,127,15,283,83,1053,244,229,110,693,Cache,C2717,2
2656,152,8,0,0,1771,230,240,142,1110,Commanche,C6102,0
2558,279,10,365,131,1113,194,242,187,601,Cache,C2717,5
3006,56,5,190,21,2042,223,229,141,1233,Commanche,C7756,1
3023,358,14,175,28,1101,198,213,153,342,Commanche,C7700,0
2474,331,15,180,44,258,182,219,176,1110,Cache,C4703,5
2544,292,4,270,116,595,207,239,170,277,Cache,C2717,1
2428,325,18,331,84,872,173,218,183,1533,Cache,C4703,5
2903,309,6,0,0,2391,203,236,172,201,Commanche,C7202,0
3565,14,16,553,153,2856,203,204,135,1584,Rawah,C8776,0
2868,62,24,150,69,153,232,184,71,1425,Rawah,C7745,0
2977,265,9,0,0,2695,198,244,185,192,Commanche,C7756,1
3073,143,7,0,0,3508,231,239,140,2366,Rawah,C7745,0
3440,35,17,600,225,2219,216,201,115,1829,Rawah,C8776,0
3450,283,29,182,36,3109,129,227,231,1914,Rawah,C8776,0
3092,79,11,268,54,760,235,220,115,1679,Rawah,C7745,0
2799,133,9,270,29,912,235,236,131,755,Commanche,C4704,2
2525,12,11,201,17,787,209,217,145,1050,Cache,C2717,1
3182,293,12,342,60,2706,185,237,192,2669,Rawah,C7745,0
2960,355,3,150,11,1871,215,234,157,124,Commanche,C7756,1
3011,270,5,424,-11,1795,207,241,173,1530,Commanche,C7755,1
3124,12,13,85,11,4129,206,212,142,1699,Rawah,C7202,0
3071,39,12,400,3,1922,220,213,126,1240,Commanche,C7755,1
2892,43,16,540,111,1080,221,203,112,1711,Commanche,C4703,1
2497,311,26,268,116,811,140,211,206,1282,Cache,C4703,1
2522,316,18,240,62,872,170,222,191,751,Cache,C4703,1
3033,52,18,268,33,577,226,197,98,1718,Rawah,C7745,0
3334,128,24,295,108,1820,251,217,80,3017,Rawah,C8772,0
3282,92,8,30,-5,3905,233,228,128,2162,Rawah,C8771,6
2952,354,5,95,12,1679,212,231,157,569,Commanche,C7756,0
2731,40,19,212,66,1740,218,195,105,1121,Commanche,C4703,1
3238,144,13,459,82,1273,238,237,127,1890,Rawah,C7745,0
3231,304,16,335,49,1383,174,230,196,2236,Rawah,C7745,0
2499,317,28,258,107,722,134,202,201,1260,Cache,C4703,1
2816,131,15,85,17,1168,243,231,114,3050,Commanche,C7755,1
2789,1,13,379,3,808,200,214,151,781,Commanche,C4704,1
2808,2,13,711,74,390,201,215,150,1054,Commanche,C4704,1
3351,39,12,277,69,2100,220,213,126,2529,Rawah,C8772,0
3091,349,10,162,25,2294,202,224,160,2353,Commanche,C7756,0
2386,292,35,170,80,297,103,209,234,1579,Cache,C4703,2
2744,62,13,564,87,604,230,214,114,882,Commanche,C4704,1
3079,32,12,573,80,2763,217,214,131,1944,Commanche,C7756,1
2910,24,8,67,2,2279,216,222,143,361,Commanche,C4758,0
2989,8,14,324,-32,1442,202,210,143,780,Commanche,C7700,0
3060,332,6,497,61,2738,207,233,165,1997,Commanche,C7756,1
3361,108,20,342,135,1875,249,214,84,3065,Rawah,C8772,0
2392,39,15,85,18,811,219,207,119,1050,Cache,C4703,5
2801,137,12,85,14,967,239,235,124,2973,Commanche,C7755,1
3031,324,4,30,0,2812,209,235,164,2790,Rawah,C7202,0
2867,44,15,547,41,960,222,205,114,1620,Commanche,C4704,1
3012,315,1,424,80,2863,215,237,160,1396,Commanche,C7756,1
2691,208,22,30,11,1248,198,254,182,1624,Commanche,C2705,0
2695,23,15,342,61,400,210,207,130,366,Commanche,C4703,1
2872,63,29,120,69,124,231,169,51,1100,Rawah,C7745,1
3115,98,19,108,23,4061,247,210,83,2081,Rawah,C7745,0
2842,81,25,90,39,108,244,188,60,967,Rawah,C7745,0
2984,303,12,108,13,2490,188,234,187,2337,Commanche,C7757,1
2975,307,14,256,60,2949,181,231,190,1385,Commanche,C7755,1
3192,317,16,342,45,2676,175,224,188,2678,Rawah,C7745,0
2452,52,11,255,108,711,226,216,123,1167,Cache,C2717,5
2727,21,17,457,70,499,207,201,127,993,Commanche,C4704,1
2819,234,25,324,179,1620,170,252,211,1343,Commanche,C2705,1
3059,45,4,150,16,2942,221,231,146,1505,Commanche,C7756,1
2400,269,22,42,14,674,159,242,219,1431,Cache,C4703,1
2810,75,12,42,5,1050,234,217,113,2577,Commanche,C4704,1
2981,24,10,175,1,1652,215,218,140,1448,Commanche,C7755,1
2435,258,20,242,18,108,168,247,215,391,Cache,C4703,2
2811,201,22,60,14,1291,205,253,173,2814,Commanche,C2705,0
3018,106,8,268,74,997,235,230,127,612,Commanche,C7756,1
3663,69,18,1040,408,2595,236,202,91,1189,Rawah,C8776,0
3139,10,11,108,10,4255,209,219,147,1784,Rawah,C7202,0
2711,49,17,67,13,967,225,201,104,1852,Commanche,C4703,1
2956,4,11,108,16,1302,206,220,151,458,Commanche,C7202,0
3117,68,9,365,36,1465,229,223,126,2812,Commanche,C7202,0
2915,301,30,124,61,2630,123,211,221,361,Commanche,C7757,1
2410,24,22,216,94,840,203,188,114,1026,Cache,C4703,5
3314,4,16,124,-10,3833,198,208,146,3891,Rawah,C8771,6
2367,197,30,30,17,382,196,248,167,1048,Cache,C2705,2
3161,352,23,108,23,4173,173,193,153,1566,Rawah,C8771,0
3261,88,15,408,88,726,242,214,98,990,Commanche,C8772,6
2988,322,22,150,45,2490,159,212,191,932,Commanche,C7755,1
3050,110,7,560,78,2576,233,232,132,2264,Commanche,C7756,0
3023,98,16,331,85,2193,244,216,97,1825,Commanche,C7755,1
3073,80,7,30,2,977,229,228,133,361,Commanche,C7202,0
2504,270,23,30,12,604,155,241,222,1006,Cache,C4703,1
2915,59,13,466,134,1140,229,213,115,1774,Commanche,C4704,1
2988,144,6,371,39,2610,229,239,143,1620,Commanche,C7102,0
2980,103,18,309,82,2389,247,214,89,1875,Commanche,C7700,1
3075,2,18,488,24,1994,193,204,147,1399,Commanche,C7756,1
2720,88,8,212,13,911,232,227,128,309,Commanche,C4703,1
3017,356,11,450,49,2850,203,221,156,558,Commanche,C7756,1
3106,40,8,659,28,2040,221,222,135,2609,Commanche,C7756,0
3061,278,23,175,36,2340,152,237,221,3089,Rawah,C7201,0
2807,151,13,175,51,661,237,239,130,2869,Commanche,C4704,1
2928,115,11,618,45,1956,239,230,120,2771,Commanche,C7202,1
2799,24,16,120,17,1084,210,205,128,3129,Commanche,C7700,0
3115,11,14,541,15,2100,204,210,141,1231,Commanche,C7756,1
2495,0,10,323,12,503,206,222,154,1613,Cache,C2717,2
3000,197,9,513,-20,1448,218,248,164,1530,Commanche,C7756,1
2653,26,10,175,19,228,215,218,138,524,Commanche,C4704,1
2892,40,12,270,50,1637,221,213,124,2684,Commanche,C7756,0
2833,9,12,175,22,1416,206,216,146,2987,Commanche,C7202,0
2853,73,28,108,47,124,239,174,47,1008,Rawah,C7745,0
2358,33,16,30,7,474,215,205,121,547,Cache,C2703,2
3172,3,14,30,5,1115,200,213,149,698,Commanche,C7202,0
2998,13,4,301,-23,1302,215,231,152,743,Commanche,C7202,1
3377,32,11,361,95,2067,218,217,134,2922,Rawah,C8776,0
3209,313,19,366,92,1476,167,223,194,2996,Rawah,C7746,0
2881,83,15,391,93,1350,240,213,99,1565,Commanche,C4704,1
3279,359,12,268,101,4335,202,218,153,1342,Rawah,C8771,6
3021,102,26,212,44,480,252,196,54,1318,Rawah,C7746,0
2738,210,28,108,59,1275,186,252,187,1624,Commanche,C2705,4
2886,177,5,350,58,1073,222,242,155,2553,Commanche,C7757,1
3130,119,2,362,115,532,223,237,149,997,Commanche,C7756,1
2333,234,27,67,18,547,164,251,214,480,Cache,C2704,2
2439,251,17,242,-10,997,181,250,205,60,Cache,C4703,5
3055,120,14,120,14,2995,244,227,109,2738,Rawah,C7745,0
3148,113,23,234,77,765,252,210,74,541,Commanche,C7757,1
2931,85,16,0,0,362,242,210,94,1248,Rawah,C7745,0
3139,186,2,541,58,1624,219,240,157,2873,Commanche,C7202,0
3091,356,4,60,10,1366,214,233,157,2903,Commanche,C7202,0
3380,96,9,446,154,1926,234,228,125,3100,Rawah,C8776,0
2952,146,7,30,3,1936,230,239,142,242,Commanche,C7756,1
3016,305,13,42,10,2285,182,232,190,1634,Commanche,C7102,1
2974,250,6,42,-3,2743,208,244,174,361,Commanche,C7756,1
3308,56,16,524,74,1530,229,204,104,2271,Rawah,C8772,0
2660,27,14,212,26,272,213,209,129,446,Commanche,C4704,1
3072,137,25,150,57,618,249,222,86,1195,Commanche,C7757,1
2976,101,5,484,-28,2282,228,233,139,2818,Commanche,C7755,0
2545,349,16,342,114,1063,188,211,160,510,Cache,C2717,5
3491,100,18,446,57,2657,247,212,88,2045,Rawah,C8776,0
3257,100,17,170,15,1077,246,215,93,1053,Commanche,C7755,0
3091,298,4,474,37,2831,210,238,167,1782,Commanche,C7756,1
2866,231,20,470,242,732,186,254,200,1727,Commanche,C7757,1
3261,99,11,524,-23,1347,239,224,114,1998,Rawah,C7745,0
3100,27,9,268,22,1695,217,221,140,3012,Commanche,C7756,0
3076,92,16,180,-21,2460,243,214,96,1884,Commanche,C7755,1
3349,107,16,518,122,1740,246,219,98,2890,Rawah,C8772,0
2842,20,16,664,112,90,208,205,131,1224,Commanche,C4704,1
3591,100,27,949,306,2418,252,193,50,1326,Rawah,C8776,0
3055,319,10,90,16,1710,195,231,176,3308,Commanche,C7755,1
2498,0,6,134,35,0,212,229,155,446,Cache,C2717,1
3211,160,28,350,106,1167,236,233,107,2203,Rawah,C7745,0
3115,270,2,474,34,1784,213,240,165,2845,Commanche,C7756,0
2504,18,17,85,27,1061,205,202,130,752,Cache,C2717,1
2945,347,19,180,58,1380,181,206,161,1770,Commanche,C7756,1
2986,90,14,309,47,228,240,218,105,2024,Commanche,C7757,1
2888,148,9,0,0,1209,232,240,139,1597,Commanche,C7202,1
3073,0,3,67,1,3561,215,234,156,2236,Rawah,C7202,0
2896,188,16,30,-8,990,220,250,159,1809,Commanche,C7757,1
2946,38,20,90,10,1245,215,191,103,1291,Commanche,C7700,0
2803,98,10,60,10,984,237,226,120,2594,Commanche,C4704,1
2824,38,11,162,23,1266,220,216,130,2076,Commanche,C4704,1
2985,120,21,120,42,481,250,217,85,1319,Rawah,C7745,0
2787,5,13,708,53,300,202,213,147,962,Commanche,C4704,1
2992,56,14,67,20,2092,228,208,110,2616,Commanche,C7202,0
3011,304,12,607,-57,1691,187,234,187,2125,Commanche,C7755,1
3149,335,19,42,16,1114,175,211,174,564,Commanche,C7202,0
2940,37,11,0,0,1410,219,215,129,430,Commanche,C7202,0
3076,358,7,0,0,3510,210,227,156,2185,Rawah,C7202,0
2894,40,8,365,46,1604,221,223,137,2754,Commanche,C7756,0
2995,238,11,60,11,2867,201,249,185,433,Commanche,C7757,1
3053,146,23,124,38,598,244,230,101,1242,Commanche,C7757,1
2512,21,10,247,62,895,214,219,141,446,Cache,C2717,2
3045,56,10,192,0,3101,227,218,124,1399,Commanche,C7756,1
2862,29,9,85,-6,1403,217,221,139,2697,Commanche,C4704,1
