Elevation,Aspect,Slope,Horizontal_Distance_To_Hydrology,Vertical_Distance_To_Hydrology,Horizontal_Distance_To_Roadways,Hillshade_9am,Hillshade_Noon,Hillshade_3pm,Horizontal_Distance_To_Fire_Points,Wilderness_Area,Soil_Type,Cover_Type
2957,281,8,812,-77,1383,197,241,184,1855,Commanche,C7755,1
2825,37,12,785,136,510,219,214,128,1180,Commanche,C4704,1
2817,58,12,212,36,1454,228,214,117,1234,Commanche,C4703,1
2936,44,13,242,-12,2041,222,211,121,285,Commanche,C7756,1
3344,86,31,342,144,3869,247,173,31,2644,Rawah,C8772,0
2885,210,18,90,3,1050,204,254,180,1917,Commanche,C7757,1
2999,104,18,134,30,2101,247,215,89,2490,Commanche,C7756,0
2904,14,8,543,20,1860,213,224,148,2971,Commanche,C7202,0
3107,354,7,738,26,2072,209,228,157,2547,Commanche,C7756,0
2929,270,9,30,3,2530,197,243,186,454,Commanche,C7101,1
3046,309,10,323,47,2713,193,234,180,1879,Commanche,C7756,1
3098,321,12,150,24,2184,189,228,179,2262,Commanche,C7756,1
3160,152,20,120,8,1216,240,236,117,2446,Rawah,C7745,0
3238,61,15,0,0,1708,231,208,106,2885,Rawah,C7745,0
2951,103,11,60,22,2160,239,225,115,2084,Commanche,C7755,1
3188,328,28,335,79,1422,141,195,187,2964,Rawah,C7746,0
3120,113,20,228,15,816,249,216,86,1895,Rawah,C7745,1
3088,344,10,510,87,2168,201,225,163,2597,Commanche,C7756,0
3006,124,10,192,55,960,238,233,125,446,Commanche,C7756,1
2342,133,33,67,38,774,250,204,54,726,Cache,C2704,2
2354,200,7,301,67,1044,218,246,164,1020,Cache,C2704,2
3121,339,13,60,5,1342,191,221,168,2312,Rawah,C7745,0
2461,336,23,339,111,778,163,202,174,518,Cache,C4703,5
3155,83,16,120,42,888,241,210,95,1765,Rawah,C7746,0
2446,342,10,0,0,175,199,225,164,150,Cache,C4703,1
2469,325,17,60,16,180,175,219,183,201,Cache,C4703,1
2831,31,10,0,0,1207,218,218,135,2532,Commanche,C4704,1
3097,115,10,242,65,2340,237,231,124,3420,Rawah,C7745,0
2363,304,11,0,0,558,191,235,184,1379,Cache,C6101,1
3083,51,25,582,288,589,223,177,75,1533,Rawah,C7746,0
2493,274,24,180,66,1302,150,238,224,693,Cache,C4703,1
2692,23,12,365,35,400,213,215,137,782,Commanche,C4704,1
2965,92,17,309,77,2259,244,212,91,1783,Commanche,C7700,1
2899,275,14,552,253,1265,181,243,201,1889,Commanche,C7757,1
3112,8,7,30,4,1588,212,226,152,573,Commanche,C7755,0
3135,347,17,85,21,1123,186,211,162,430,Commanche,C7755,0
2447,255,22,95,32,402,165,248,217,201,Cache,C4703,1
2985,93,12,218,47,2160,239,222,111,1919,Commanche,C7755,1
3213,326,12,124,11,4245,191,227,175,1486,Rawah,C7202,6
2859,51,12,218,30,1455,226,214,120,2022,Commanche,C4704,1
2758,165,17,60,6,1337,233,243,135,1613,Commanche,C2705,0
3042,8,7,323,2,3095,212,227,152,1165,Commanche,C7756,1
3323,167,12,234,27,3957,230,244,144,2471,Rawah,C8771,6
2394,306,15,0,0,424,176,230,193,918,Cache,C4703,2
3589,54,28,1019,355,2448,223,168,60,1400,Rawah,C8776,0
3100,150,10,228,48,400,233,240,137,607,Commanche,C7700,1
3183,38,13,256,-1,1871,219,210,123,800,Commanche,C7755,0
3092,339,6,30,2,2188,207,232,163,3177,Rawah,C7201,0
3217,312,21,212,38,4554,158,219,199,1590,Rawah,C8771,0
2401,73,25,30,13,721,239,185,62,1140,Cache,C4703,5
2966,68,13,255,26,2037,233,214,112,616,Commanche,C7756,0
2809,95,8,95,16,979,234,228,126,2636,Commanche,C4704,1
2409,328,19,170,31,721,171,214,182,589,Cache,C4703,5
3057,10,11,175,30,2821,209,219,147,1233,Commanche,C7755,1
2977,265,9,0,0,2695,198,244,185,192,Commanche,C7756,1
3188,13,24,255,63,4328,188,182,123,1570,Rawah,C8771,0
2555,316,17,180,57,277,173,223,190,830,Cache,C4703,1
3349,123,7,485,64,1683,231,235,137,2014,Rawah,C8771,0
3063,63,7,150,23,2950,226,226,134,1415,Commanche,C7756,1
2938,29,13,30,0,2293,215,211,130,1973,Commanche,C7756,1
3305,52,3,240,81,1380,221,233,149,2462,Rawah,C8772,0
2396,137,8,295,109,1167,233,237,136,1100,Cache,C2703,2
3011,303,11,0,0,2850,189,235,186,1020,Commanche,C7102,0
3058,340,9,277,37,2701,201,227,165,1201,Commanche,C7755,1
3420,6,23,350,127,2353,184,187,134,2518,Rawah,C8772,0
3062,253,6,67,8,2787,207,244,175,1714,Commanche,C7102,1
2833,127,10,150,22,1384,237,234,127,3113,Commanche,C7202,1
3106,62,17,150,-6,691,232,202,95,1624,Rawah,C7745,0
3006,235,10,216,22,2960,204,249,182,600,Commanche,C7756,1
2493,242,21,190,60,446,174,252,210,153,Cache,C4703,1
3016,270,17,256,21,1758,174,244,208,3412,Rawah,C7201,0
3148,48,12,242,13,1822,224,214,122,782,Commanche,C7755,0
2831,342,8,642,0,510,203,228,164,1180,Commanche,C4704,1
3009,338,13,30,8,2530,192,222,168,1813,Commanche,C7756,0
2385,139,23,228,86,812,247,225,92,765,Cache,C2704,2
2837,349,13,552,107,108,195,218,161,1123,Commanche,C4704,1
2717,194,19,42,10,700,214,252,165,2120,Commanche,C2705,1
3282,85,15,630,-2,1448,241,212,97,2166,Rawah,C8772,0
3167,121,11,67,10,4507,238,231,122,1950,Rawah,C7745,0
3080,10,5,134,11,2200,214,229,152,2278,Commanche,C7756,1
3082,337,10,90,15,3456,199,227,167,2173,Rawah,C7202,0
3175,55,31,443,126,819,222,158,48,1774,Rawah,C7745,0
2741,257,16,60,11,242,180,248,205,2322,Commanche,C4703,1
2856,194,18,90,18,1082,214,252,165,2341,Commanche,C7757,4
2955,345,16,90,15,1860,188,214,163,624,Commanche,C7756,0
2560,353,21,390,146,190,180,199,154,780,Cache,C4703,1
2668,54,4,162,11,201,222,230,143,912,Commanche,C4704,1
3067,45,7,313,16,1832,222,225,138,1195,Commanche,C7755,0
3055,22,16,210,-27,1406,208,204,129,582,Commanche,C7700,0
2521,335,10,182,38,120,198,227,168,1760,Cache,C2717,5
3055,349,8,295,28,1170,205,226,160,242,Commanche,C7700,0
3020,336,8,30,3,1950,202,229,166,3114,Commanche,C7755,1
2645,169,12,67,5,1091,229,245,145,690,Commanche,C2703,2
3190,76,12,0,0,1546,234,218,114,2781,Rawah,C7745,0
3102,50,7,0,0,1301,224,225,136,2317,Rawah,C7745,0
3403,30,24,537,188,2202,205,181,101,1921,Rawah,C8776,0
2913,115,13,134,40,1620,242,227,113,2088,Commanche,C7755,1
2917,86,18,120,18,2258,243,207,87,335,Commanche,C4758,1
3100,328,9,30,5,3990,198,230,171,1831,Rawah,C7202,0
3166,280,19,323,59,2738,166,239,211,2661,Rawah,C7745,0
3099,331,11,175,36,1440,194,226,172,3070,Commanche,C7755,1
2452,292,21,60,18,1308,155,230,213,819,Cache,C4703,1
2674,20,14,270,32,300,209,210,135,534,Commanche,C4704,1
2790,246,27,242,144,1116,154,248,223,1565,Commanche,C4758,1
2965,225,6,95,18,1604,211,246,172,127,Commanche,C7756,1
3063,90,9,671,91,2638,234,226,123,2148,Commanche,C7756,0
2898,9,11,242,14,1655,208,219,147,2845,Commanche,C7756,1
2977,337,18,150,37,1871,178,212,172,691,Commanche,C7700,1
3077,20,6,182,13,2697,216,228,149,1749,Commanche,C7756,1
3334,66,5,90,8,1320,225,230,141,1517,Commanche,C7755,0
2717,63,10,350,34,424,229,220,123,1132,Commanche,C4704,1
2834,22,15,655,104,60,209,207,131,1209,Commanche,C4704,1
3194,307,24,150,8,3558,148,218,207,1860,Rawah,C7745,0
2544,292,4,270,116,595,207,239,170,277,Cache,C2717,1
3354,105,18,192,72,1972,248,215,89,2848,Rawah,C8772,0
3037,129,12,30,0,1500,240,233,121,902,Commanche,C7756,1
2488,1,12,270,45,127,203,218,152,1782,Cache,C2717,2
2822,144,13,240,49,691,238,237,126,2876,Commanche,C4704,1
3320,75,10,466,105,2053,233,221,120,2280,Rawah,C8771,0
3060,271,10,458,-8,2022,195,243,188,2438,Commanche,C7756,1
3026,117,8,0,0,659,234,233,131,495,Commanche,C7202,1
2338,20,23,67,32,1154,198,185,116,972,Cache,C4703,5
2902,68,17,577,91,1832,235,204,95,2828,Commanche,C7202,1
3072,345,18,192,43,778,183,210,164,1871,Rawah,C7745,0
3124,23,6,700,43,1947,216,227,147,2639,Commanche,C7756,0
3279,84,23,216,79,3742,245,195,67,2691,Rawah,C8772,0
2870,130,17,120,32,1019,246,227,104,2223,Commanche,C7757,1
2416,356,20,162,37,636,183,199,150,1273,Cache,C4703,5
2866,175,23,175,72,1170,225,245,140,2873,Commanche,C2705,4
2960,254,15,85,-8,2609,183,249,203,134,Commanche,C7756,1
2951,93,10,30,11,1415,237,224,118,391,Commanche,C7202,0
2915,349,10,212,57,1731,202,223,160,2516,Commanche,C7756,1
3311,81,3,150,-2,3825,223,234,146,2469,Rawah,C8771,6
2971,129,19,60,9,924,247,226,99,170,Commanche,C7756,1
2523,9,10,361,154,912,209,219,148,1423,Cache,C4703,1
2351,321,22,85,25,1276,157,212,192,860,Cache,C4703,5
2455,106,12,60,20,430,241,225,112,1813,Cache,C2717,2
2733,20,13,532,76,569,211,212,136,797,Commanche,C4704,1
2744,346,19,134,34,1616,180,206,163,1209,Commanche,C4703,4
2296,6,11,0,0,1170,207,219,149,1006,Cache,C6102,5
2483,17,11,492,79,532,211,216,141,1025,Cache,C2717,5
3088,295,23,384,45,1698,148,226,215,3298,Rawah,C7745,0
2959,76,19,335,162,350,239,202,86,1499,Rawah,C7745,0
3066,126,9,150,45,713,235,234,130,361,Commanche,C7757,1
2649,23,10,553,257,532,214,219,140,966,Cache,C4704,1
2865,54,6,469,39,750,224,226,137,1418,Commanche,C4704,1
3063,117,2,604,64,2687,223,237,150,2097,Commanche,C7756,0
2385,120,18,234,94,1261,247,223,97,1019,Cache,C2703,2
3069,118,21,150,27,3057,250,216,83,2713,Rawah,C7745,0
3068,305,13,108,21,2184,183,232,189,3246,Rawah,C7201,0
2794,236,29,295,151,1620,158,250,218,1320,Commanche,C2705,1
3008,187,28,134,33,900,210,246,151,997,Commanche,C4758,1
3003,294,9,514,-31,1661,196,238,182,1950,Commanche,C7755,1
2651,60,4,30,0,42,223,231,144,875,Commanche,C6102,1
3024,16,11,283,52,2292,211,217,142,2106,Commanche,C7756,0
2807,45,14,30,5,1445,223,208,116,2721,Commanche,C7700,0
3200,120,19,175,27,4602,249,220,91,2044,Rawah,C7202,0
2972,157,13,510,134,646,234,241,135,2045,Commanche,C7757,1
3009,358,11,376,77,2980,203,220,155,1273,Commanche,C7756,1
2969,306,10,270,54,2955,192,235,183,1477,Commanche,C7755,1
3506,115,24,792,221,2236,252,209,70,1489,Rawah,C8776,0
2471,35,13,153,28,216,218,211,126,1832,Cache,C2717,2
3137,297,20,256,14,3371,161,229,207,2100,Rawah,C7700,0
2950,301,1,30,3,1978,215,238,161,272,Commanche,C7756,1
3561,0,15,400,149,2992,196,210,150,1572,Rawah,C8776,0
2893,47,10,569,159,331,224,218,128,1132,Commanche,C4704,1
2779,359,20,150,31,938,187,200,147,1968,Commanche,C4703,0
3411,276,32,42,18,2960,118,227,239,2190,Rawah,C8772,0
2807,51,16,153,26,1398,226,205,108,1209,Commanche,C4703,1
2986,264,12,812,-82,1566,191,245,194,2120,Commanche,C7755,1
3046,357,9,255,35,2670,207,225,156,1136,Commanche,C7755,1
2825,43,8,0,0,1414,222,222,136,2574,Commanche,C7700,0
3120,76,15,67,-3,979,237,212,102,582,Commanche,C7202,0
2421,325,13,218,66,764,188,226,177,1484,Cache,C4703,5
2529,286,6,212,21,892,203,240,176,812,Cache,C2717,1
3007,62,16,268,64,466,232,207,103,1398,Rawah,C7745,0
2887,194,26,492,183,631,206,250,164,1804,Commanche,C2705,4
2737,72,24,277,114,684,239,187,67,1032,Commanche,C7757,1
3144,123,21,134,39,1057,250,219,87,2183,Rawah,C7745,0
2881,330,17,108,28,1608,177,216,178,2472,Commanche,C7757,1
3237,104,14,404,78,684,242,222,107,902,Commanche,C8772,6
2908,101,17,666,97,1922,246,216,94,2837,Commanche,C7202,0
3099,336,6,285,33,2315,207,232,164,2477,Commanche,C7756,1
3246,22,13,67,22,1736,212,213,136,2356,Rawah,C8772,0
2415,87,24,67,17,767,247,193,61,819,Cache,C2702,2
3013,0,8,300,28,1928,209,226,155,1359,Commanche,C7756,1
3235,88,16,42,10,4350,242,212,95,2060,Rawah,C7202,0
2945,272,13,124,31,2552,185,244,198,120,Commanche,C7756,1
3000,313,19,90,36,2400,166,222,195,1050,Commanche,C7755,1
2366,80,17,335,59,987,240,208,93,966,Cache,C2704,2
3068,337,9,30,5,1563,200,228,166,3140,Commanche,C7202,0
2945,308,14,85,22,2100,181,230,189,2230,Commanche,C7757,0
3063,254,8,150,32,3120,203,245,181,1207,Commanche,C7756,1
3107,18,19,518,1,2084,201,196,126,1448,Commanche,C7756,1
3079,60,26,201,24,1120,230,176,64,85,Commanche,C7700,0
3035,333,5,379,12,3032,208,233,164,1213,Commanche,C7756,1
3078,5,6,488,79,2927,213,229,154,1725,Commanche,C7756,1
2660,74,12,42,4,1802,235,217,112,1080,Commanche,C6102,1
2987,351,3,481,2,1830,214,234,158,1082,Commanche,C7756,1
2775,35,15,595,80,300,217,206,121,983,Commanche,C4704,1
3110,331,8,362,44,2183,201,230,168,2311,Commanche,C7756,0
2437,21,10,256,51,767,214,219,141,768,Cache,C2703,2
2618,94,10,60,10,216,236,225,119,469,Commanche,C4704,1
3227,34,11,382,16,2062,219,216,132,994,Commanche,C7755,0
3006,22,3,331,21,1894,218,233,153,1316,Commanche,C7756,1
3244,163,6,484,131,1200,226,242,149,2100,Rawah,C7745,0
2485,301,15,234,74,511,178,233,195,1698,Cache,C2717,2
3397,76,12,371,115,2230,235,217,111,2581,Rawah,C8776,0
3085,0,2,339,28,3074,216,235,156,1506,Commanche,C7756,1
2965,162,2,124,12,1074,220,239,155,162,Commanche,C7756,1
2772,32,13,573,81,335,216,210,127,1026,Commanche,C4704,1
2939,105,3,0,0,1321,224,236,147,459,Commanche,C7202,1
3454,105,24,540,20,2486,252,203,66,2221,Rawah,C8776,0
2951,116,16,124,11,1206,246,223,100,589,Commanche,C7757,1
3246,45,8,134,19,1519,222,223,136,2766,Rawah,C7746,0
2350,276,19,90,23,120,166,241,213,677,Cache,C4703,2
3260,110,15,430,-24,1397,244,222,103,1972,Rawah,C7745,0
2952,65,10,301,70,1470,230,220,123,1954,Commanche,C7756,1
