Elevation,Aspect,Slope,Horizontal_Distance_To_Hydrology,Vertical_Distance_To_Hydrology,Horizontal_Distance_To_Roadways,Hillshade_9am,Hillshade_Noon,Hillshade_3pm,Horizontal_Distance_To_Fire_Points,Wilderness_Area,Soil_Type,Cover_Type
3484,49,16,600,50,2701,225,204,109,1860,Rawah,C8776,0
3078,38,3,300,46,2773,219,233,150,1390,Commanche,C7756,1
3317,306,19,90,35,2372,164,225,200,2789,Rawah,C7745,0
2469,321,23,85,44,999,154,210,192,674,Cache,C4703,1
3058,52,20,212,-16,1771,226,193,93,983,Commanche,C7755,0
3291,58,16,319,64,1666,230,203,101,2958,Rawah,C8772,0
3094,42,7,330,93,1953,221,225,139,2850,Commanche,C7756,0
3207,301,14,270,82,1262,180,233,193,2165,Rawah,C7745,0
3386,23,23,433,171,2084,201,185,112,1998,Rawah,C8772,0
2834,75,13,636,2,451,236,214,107,1129,Commanche,C4704,1
2511,338,8,360,68,85,202,228,165,1756,Cache,C2717,2
3372,41,30,633,157,2287,208,159,67,1981,Rawah,C8776,0
2644,67,7,366,43,573,228,226,132,216,Commanche,C2705,1
3036,1,10,277,63,2249,206,221,153,2614,Commanche,C7202,0
2517,105,5,67,7,297,228,234,140,1599,Cache,C2717,5
3202,38,15,268,0,1914,218,205,118,845,Commanche,C7755,0
2772,171,17,30,-8,1320,229,246,142,1567,Commanche,C4703,1
2645,257,21,30,8,870,167,247,216,1383,Commanche,C7202,1
3219,350,7,108,0,1801,208,229,159,819,Commanche,C8771,0
3127,63,17,120,14,782,233,203,97,1694,Rawah,C7745,0
2640,156,3,0,0,30,223,239,152,731,Commanche,C6102,1
3006,328,3,301,21,1924,212,236,162,1304,Commanche,C7756,1
3105,167,13,256,53,371,230,245,143,577,Commanche,C7756,1
2539,211,8,295,64,1226,213,248,170,785,Cache,C2717,1
3052,84,18,150,51,2078,243,206,87,2898,Commanche,C7757,0
2278,334,18,30,5,450,176,214,175,1597,Cache,C2706,2
3170,300,28,120,-31,3206,132,216,219,2223,Rawah,C7700,0
2419,174,13,270,75,1003,227,246,148,1465,Cache,C2717,2
3277,15,14,242,50,1618,207,210,138,2869,Rawah,C8772,0
2477,288,26,120,50,1357,139,227,224,797,Cache,C4703,1
3078,62,11,781,106,2363,230,216,118,2315,Commanche,C7756,0
3244,110,13,525,120,541,242,225,109,924,Commanche,C7755,0
2868,188,17,270,36,1077,219,250,158,1836,Commanche,C2705,1
3096,81,9,180,-1,2223,233,224,123,2295,Commanche,C7756,0
3025,150,9,379,4,1071,233,240,138,1295,Commanche,C7756,1
2945,67,16,295,65,2268,234,207,100,553,Commanche,C7756,1
2439,118,11,365,83,819,239,230,119,1140,Cache,C2703,5
3045,252,2,228,5,3132,214,240,164,1158,Commanche,C7756,1
3257,339,10,295,79,1499,199,226,166,2922,Rawah,C8772,0
3023,8,5,513,91,2971,214,230,153,1260,Commanche,C7755,1
3160,108,26,192,36,859,253,200,58,661,Commanche,C8772,6
3053,10,7,170,-9,3166,213,226,151,1365,Commanche,C7756,1
3019,47,13,513,130,2929,224,212,120,685,Commanche,C7756,1
2958,106,8,190,18,2069,233,231,130,541,Commanche,C7755,1
2960,221,5,780,-60,1338,214,244,167,1739,Commanche,C7755,1
2885,125,14,42,11,1620,242,230,113,2207,Commanche,C7755,1
2871,97,24,0,0,247,250,198,63,1489,Rawah,C7746,0
2527,40,4,210,44,108,220,231,147,1758,Cache,C2717,5
2523,330,13,277,54,0,188,224,175,591,Cache,C2717,1
3007,201,4,509,-18,1702,218,243,161,1544,Commanche,C7756,1
3052,85,9,607,80,2526,233,225,124,2274,Commanche,C7756,0
2397,85,13,180,71,972,238,217,108,1260,Cache,C2717,5
2454,284,15,30,2,872,176,239,202,552,Cache,C4703,1
3213,72,17,488,111,537,237,206,95,825,Commanche,C7755,0
3006,305,9,256,35,2896,195,235,181,750,Commanche,C7756,1
3028,25,10,67,3,2880,215,219,139,1142,Commanche,C7755,1
3265,97,30,391,127,1806,251,181,34,2563,Rawah,C8772,0
3068,313,9,362,0,2049,195,233,178,2420,Commanche,C7755,1
3080,259,4,451,26,2630,211,241,169,1953,Commanche,C7756,1
3172,3,9,42,5,4566,207,222,152,1794,Rawah,C7202,0
3033,234,10,30,2,765,202,250,184,907,Commanche,C7202,1
3199,57,13,297,40,1146,228,213,116,1716,Rawah,C7745,0
2720,34,7,268,21,124,219,225,142,808,Commanche,C4704,4
3206,31,15,150,-6,1822,215,205,123,781,Commanche,C7755,0
2756,38,8,0,0,658,220,222,137,2489,Commanche,C6102,1
2993,90,17,42,5,553,244,210,90,1785,Rawah,C7745,0
2746,96,15,390,-14,1513,243,217,100,1019,Commanche,C4704,1
3029,359,10,42,3,2201,205,222,154,1771,Commanche,C7102,1
3636,37,20,624,224,2940,215,191,104,1348,Rawah,C8776,0
2821,102,12,277,33,1154,240,224,111,1355,Commanche,C4704,1
2863,5,11,366,52,1602,205,218,149,3010,Commanche,C7202,0
2841,25,4,268,30,1523,218,231,150,3049,Commanche,C7202,0
2941,332,4,67,4,1682,211,235,162,150,Commanche,C7756,1
3136,283,14,42,6,3653,179,240,200,1935,Rawah,C7700,0
3294,44,17,430,60,1560,221,200,107,2298,Rawah,C8772,0
3158,349,17,170,44,1207,187,211,160,408,Commanche,C7700,0
2895,170,11,300,101,1061,228,245,148,2925,Commanche,C4704,1
2810,255,18,361,90,400,177,249,208,2010,Commanche,C4703,1
3253,68,47,510,140,902,215,104,0,1802,Rawah,C7746,0
2368,285,19,277,99,1170,165,236,210,216,Cache,C4703,5
2356,95,25,67,22,938,250,193,56,990,Cache,C2706,2
3288,321,36,258,64,2804,107,179,198,2512,Rawah,C8772,0
3004,74,30,300,27,443,239,169,39,1273,Rawah,C7746,1
2834,212,24,376,123,577,193,254,187,1952,Commanche,C2705,1
2817,18,17,108,29,1289,204,201,130,2954,Commanche,C7700,0
3232,329,23,162,-8,3805,158,206,184,1570,Rawah,C7745,0
2865,94,21,0,0,162,248,203,74,1140,Rawah,C7745,0
2474,0,9,30,5,90,206,222,154,350,Cache,C4703,1
2280,332,22,30,16,510,164,207,179,1652,Cache,C2706,2
2995,58,6,255,18,2646,225,227,137,1608,Commanche,C7102,0
3127,164,12,331,75,228,231,244,142,537,Commanche,C7756,1
2471,246,16,216,21,902,185,251,202,90,Cache,C2703,5
3225,77,16,268,29,1758,238,210,98,2532,Rawah,C8772,0
3031,108,3,30,1,2613,225,236,146,3001,Rawah,C7202,0
3220,63,15,509,113,524,232,207,104,854,Commanche,C7755,0
3116,93,9,95,-8,1064,234,227,125,2308,Rawah,C7745,0
3299,283,41,277,35,3332,82,206,246,1872,Rawah,C8772,0
2891,253,5,216,59,870,209,243,173,1558,Commanche,C4704,1
3474,90,25,741,189,2136,248,190,55,1598,Rawah,C8776,0
3080,257,10,228,26,451,196,246,189,834,Commanche,C7202,1
2611,339,15,319,54,497,185,216,169,918,Commanche,C4704,2
3068,98,14,240,30,641,242,220,105,1566,Rawah,C7745,0
2434,139,19,319,93,702,245,230,106,1416,Cache,C2702,5
2931,99,11,604,50,1940,238,225,117,2761,Commanche,C7202,1
3190,337,27,319,120,997,151,191,173,1954,Rawah,C7745,0
2472,64,26,30,10,525,233,176,59,1082,Cache,C4703,1
2868,340,15,42,10,1597,186,216,168,2382,Commanche,C7202,0
2899,47,13,481,15,1832,224,212,120,3037,Commanche,C7202,0
2840,226,22,382,124,497,184,254,200,1956,Commanche,C4703,1
3064,164,12,67,12,513,231,243,141,765,Commanche,C7202,1
3064,59,22,90,-16,607,231,188,79,1517,Rawah,C7745,0
3006,199,19,30,-10,878,209,253,171,872,Commanche,C7202,1
3012,73,14,256,51,2097,236,213,105,2372,Commanche,C7756,0
2916,140,12,361,78,942,237,236,128,2391,Commanche,C7757,1
2452,292,21,60,18,1308,155,230,213,819,Cache,C4703,1
3364,70,5,573,130,1804,225,230,140,1998,Rawah,C8771,0
3118,48,15,201,10,1798,224,206,113,806,Commanche,C7755,0
3000,242,10,90,16,2896,200,249,186,458,Commanche,C7756,1
2863,89,12,85,-20,258,237,221,113,1507,Rawah,C7745,0
2915,349,10,212,57,1731,202,223,160,2516,Commanche,C7756,1
2639,144,12,228,0,932,237,237,128,648,Commanche,C2703,2
2992,357,9,335,60,3219,207,225,156,1036,Commanche,C7755,1
2413,117,23,216,-30,618,252,211,73,553,Cache,C2702,2
3050,338,4,30,2,2960,210,233,162,1504,Commanche,C7756,0
3150,1,13,175,16,4284,200,214,151,1717,Rawah,C7202,0
3095,196,12,228,43,331,217,250,165,671,Commanche,C7700,1
2984,89,21,30,15,552,246,202,75,1798,Rawah,C7745,0
2446,314,25,150,62,845,146,212,202,1374,Cache,C4703,1
3187,10,23,458,46,2282,189,188,130,1266,Commanche,C7756,1
3081,24,5,400,24,3099,217,230,149,1507,Commanche,C7756,1
3013,251,14,319,29,3004,189,249,197,703,Commanche,C7756,1
2962,88,8,150,23,417,233,227,126,2165,Commanche,C7756,1
2869,345,20,85,23,2509,176,204,164,514,Commanche,C7757,1
2995,77,11,342,56,541,234,220,117,2098,Commanche,C7757,1
3287,103,26,408,5,1832,253,196,54,2547,Rawah,C8772,0
2467,300,13,30,3,1209,184,235,191,886,Cache,C4703,1
3558,109,30,892,273,2359,254,191,41,1374,Rawah,C8776,0
2970,255,7,120,25,1638,205,244,178,85,Commanche,C7756,1
3011,324,12,395,79,3095,188,226,178,1146,Commanche,C7755,1
2739,3,16,85,10,837,197,208,146,2014,Commanche,C4703,0
3056,303,11,408,-12,1983,189,235,186,2410,Commanche,C7755,1
3147,109,14,342,84,646,243,224,108,600,Commanche,C7755,0
3353,67,12,495,126,1770,232,215,113,2912,Rawah,C8772,0
3078,315,4,313,24,2754,209,236,166,1809,Commanche,C7756,1
3388,91,23,85,-3,3661,248,197,65,2707,Rawah,C8776,6
3044,282,8,351,-24,1922,198,241,182,2135,Commanche,C7755,1
3141,147,16,153,36,983,240,236,120,2077,Rawah,C7745,0
3249,328,17,0,0,4038,176,218,180,1230,Rawah,C8771,6
2992,27,13,418,95,2947,214,212,131,778,Commanche,C7757,1
2995,69,11,376,29,1804,232,218,116,1681,Commanche,C7756,1
2507,299,13,295,72,306,183,235,192,1869,Cache,C4703,2
3006,342,12,390,74,3155,195,222,166,1087,Commanche,C7755,1
2391,99,10,277,104,1288,236,227,121,1034,Cache,C2703,2
3353,96,10,552,71,2255,236,226,121,2242,Rawah,C8771,0
2873,176,22,85,17,1080,225,245,140,2100,Commanche,C7757,1
2762,162,12,0,0,277,232,243,141,2474,Commanche,C6102,1
2626,54,7,120,8,150,224,225,136,497,Commanche,C4704,1
3012,92,5,470,114,2506,229,231,137,1819,Commanche,C7756,1
2968,33,11,525,6,2179,218,215,132,2831,Commanche,C7202,0
2948,23,2,60,8,1633,218,235,154,524,Commanche,C7202,0
2976,272,6,648,-58,1480,203,242,178,1710,Commanche,C7755,1
3067,80,23,268,54,2379,243,192,66,1856,Commanche,C7755,1
2943,19,13,212,66,1380,210,212,137,1950,Commanche,C7756,1
2603,279,6,300,116,787,204,241,176,1036,Cache,C4704,2
2890,353,6,408,81,1208,210,230,158,2754,Commanche,C7756,1
3242,348,17,42,4,3842,186,209,160,4119,Rawah,C8771,6
3139,71,16,95,0,953,236,206,96,1495,Rawah,C7745,0
2948,107,17,242,60,2205,247,217,92,1878,Commanche,C7700,1
2831,59,13,618,0,474,229,213,115,1150,Commanche,C4704,1
2899,10,11,295,73,934,208,218,146,1608,Commanche,C4704,1
2380,340,27,446,183,1027,152,189,169,1018,Cache,C4703,5
3581,266,17,497,230,3242,173,245,209,1184,Rawah,C8776,0
3186,289,26,524,119,1677,137,226,224,3171,Rawah,C7745,0
2984,45,13,67,2,1565,223,211,120,1318,Commanche,C7755,1
2958,43,9,285,40,2248,222,220,132,495,Commanche,C7756,0
2830,24,13,677,100,30,213,211,133,1221,Commanche,C4704,1
3014,56,11,182,23,2750,227,218,123,1550,Commanche,C7756,1
2523,280,14,150,28,1167,181,241,199,938,Cache,C2717,1
3211,298,14,270,83,1271,180,234,194,2167,Rawah,C7745,0
2796,48,13,120,15,1359,224,212,120,1170,Commanche,C4704,1
3018,266,9,630,-50,1718,197,244,187,2230,Commanche,C7755,1
3061,346,4,324,73,2524,212,233,159,2014,Commanche,C7756,1
3008,47,17,492,185,2879,224,200,105,716,Commanche,C7756,1
2506,245,19,228,73,469,179,251,207,150,Cache,C4703,1
2951,124,15,277,62,1620,245,227,107,1909,Commanche,C7755,1
2613,94,10,400,-26,787,236,226,120,711,Commanche,C6102,4
3155,270,20,182,32,3288,163,242,216,2161,Rawah,C7700,0
2545,284,11,277,38,819,190,240,190,1173,Cache,C2717,1
2936,248,13,60,10,2561,192,249,194,306,Commanche,C7757,1
3034,162,1,162,12,994,219,238,156,816,Commanche,C7756,1
2911,95,10,361,48,1784,237,225,118,2624,Commanche,C7756,1
2469,97,16,120,26,408,244,215,96,1831,Cache,C2717,2
2827,176,7,30,0,1187,224,244,154,2439,Commanche,C7102,0
